"county","tract","state","zcta5","stab","cntyname","zipname","intptlon","intptlat","pop10","afact"
"County code","Tract","State code","ZIP census tabulation area","State abbreviation","County name","ZCTA name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total population (2010)","tract to zcta5 allocation factor"
"47001","0201.00","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.268796,36.001829,3111,1 
"47001","0202.01","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.213287,36.017235,3670,1 
"47001","0202.02","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.228826,36.022426,4507,1 
"47001","0203.00","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.226627,36.041852,3822,1 
"47001","0204.00","47","37716","TN","Anderson TN","Clinton, TN",-84.254316,36.040885,108,0.023957 
"47001","0204.00","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.255821,36.025659,4400,0.976042 
"47001","0205.00","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.28288,36.014043,3809,0.985766 
"47001","0205.00","47","37840","TN","Anderson TN","Oliver Springs, TN",-84.293812,36.021036,55,0.014234 
"47001","0206.00","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.308056,36.001637,2427,1 
"47001","0207.00","47","37710","TN","Anderson TN","Briceville, TN",-84.235928,36.171586,992,0.594724 
"47001","0207.00","47","37769","TN","Anderson TN","Lake City, TN",-84.177556,36.210483,676,0.405276 
"47001","0208.00","47","37716","TN","Anderson TN","Clinton, TN",-84.145477,36.174217,74,0.015179 
"47001","0208.00","47","37769","TN","Anderson TN","Lake City, TN",-84.141833,36.209932,4801,0.98482 
"47001","0209.01","47","37705","TN","Anderson TN","Andersonville, TN",-84.024246,36.220551,3069,0.525784 
"47001","0209.01","47","37716","TN","Anderson TN","Clinton, TN",-84.043876,36.174243,152,0.026041 
"47001","0209.01","47","37754","TN","Anderson TN","Heiskell, TN",-83.993074,36.169189,1186,0.203187 
"47001","0209.01","47","37828","TN","Anderson TN","Norris, TN",-84.072736,36.195585,1430,0.244989 
"47001","0209.02","47","37705","TN","Anderson TN","Andersonville, TN",-84.097144,36.189924,497,0.085469 
"47001","0209.02","47","37716","TN","Anderson TN","Clinton, TN",-84.090586,36.160239,3719,0.639553 
"47001","0209.02","47","37754","TN","Anderson TN","Heiskell, TN",-84.059386,36.116527,1599,0.274978 
"47001","0210.00","47","37710","TN","Anderson TN","Briceville, TN",-84.245744,36.133387,149,0.024394 
"47001","0210.00","47","37716","TN","Anderson TN","Clinton, TN",-84.261633,36.058161,2406,0.393909 
"47001","0210.00","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.317897,36.00702,105,0.017191 
"47001","0210.00","47","37840","TN","Anderson TN","Oliver Springs, TN",-84.317033,36.045758,3448,0.564505 
"47001","0211.00","47","37716","TN","Anderson TN","Clinton, TN",-84.177727,36.079949,3398,0.853769 
"47001","0211.00","47","37830","TN","Anderson TN","Oak Ridge, TN",-84.212596,36.055075,582,0.146231 
"47001","0212.01","47","37716","TN","Anderson TN","Clinton, TN",-84.151751,36.123882,4887,1 
"47001","0212.02","47","37716","TN","Anderson TN","Clinton, TN",-84.130448,36.105701,5372,1 
"47001","0213.01","47","37716","TN","Anderson TN","Clinton, TN",-84.144698,36.06935,3302,1 
"47001","0213.02","47","37716","TN","Anderson TN","Clinton, TN",-84.13794,36.036776,2331,0.316025 
"47001","0213.02","47","37754","TN","Anderson TN","Heiskell, TN",-84.091028,36.077752,42,0.005694 
"47001","0213.02","47","37849","TN","Anderson TN","Powell, TN",-84.108214,36.036558,4064,0.550976 
"47001","0213.02","47","37931","TN","Anderson TN","Knoxville, TN",-84.129833,36.001473,939,0.127305 
"47003","9501.00","47","37018","TN","Bedford TN","Beechgrove, TN",-86.257672,35.620323,72,0.019608 
"47003","9501.00","47","37020","TN","Bedford TN","Bell Buckle, TN",-86.375604,35.60596,2461,0.670207 
"47003","9501.00","47","37160","TN","Bedford TN","Shelbyville, TN",-86.444113,35.586637,1028,0.279956 
"47003","9501.00","47","37183","TN","Bedford TN","Wartrace, TN",-86.305007,35.571722,111,0.030229 
"47003","9502.00","47","37020","TN","Bedford TN","Bell Buckle, TN",-86.517825,35.628209,956,0.13837 
"47003","9502.00","47","37034","TN","Bedford TN","Chapel Hill, TN",-86.615124,35.621523,915,0.132436 
"47003","9502.00","47","37060","TN","Bedford TN","Eagleville, TN",-86.617465,35.682231,271,0.039224 
"47003","9502.00","47","37153","TN","Bedford TN","Rockvale, TN",-86.575184,35.689906,247,0.03575 
"47003","9502.00","47","37160","TN","Bedford TN","Shelbyville, TN",-86.523312,35.578043,1487,0.215226 
"47003","9502.00","47","37180","TN","Bedford TN","Unionville, TN",-86.578343,35.609463,3033,0.438993 
"47003","9503.00","47","37091","TN","Bedford TN","Lewisburg, TN",-86.639393,35.499053,638,0.180634 
"47003","9503.00","47","37144","TN","Bedford TN","Petersburg, TN",-86.605112,35.403454,226,0.063986 
"47003","9503.00","47","37160","TN","Bedford TN","Shelbyville, TN",-86.572231,35.46372,2668,0.755379 
"47003","9504.01","47","37160","TN","Bedford TN","Shelbyville, TN",-86.47227,35.466857,5423,1 
"47003","9504.02","47","37160","TN","Bedford TN","Shelbyville, TN",-86.481372,35.50821,6901,1 
"47003","9505.00","47","37160","TN","Bedford TN","Shelbyville, TN",-86.442955,35.502277,5893,0.994096 
"47003","9505.00","47","37183","TN","Bedford TN","Wartrace, TN",-86.403422,35.50452,35,0.005904 
"47003","9506.00","47","37160","TN","Bedford TN","Shelbyville, TN",-86.432271,35.477956,6938,0.994125 
"47003","9506.00","47","37183","TN","Bedford TN","Wartrace, TN",-86.39074,35.494502,41,0.005875 
"47003","9507.00","47","37020","TN","Bedford TN","Bell Buckle, TN",-86.348464,35.564478,134,0.048498 
"47003","9507.00","47","37160","TN","Bedford TN","Shelbyville, TN",-86.39892,35.539067,301,0.10894 
"47003","9507.00","47","37183","TN","Bedford TN","Wartrace, TN",-86.326625,35.521611,2202,0.796959 
"47003","9507.00","47","37360","TN","Bedford TN","Normandy, TN",-86.259533,35.471883,126,0.045603 
"47003","9508.00","47","37160","TN","Bedford TN","Shelbyville, TN",-86.41348,35.395365,1848,0.626228 
"47003","9508.00","47","37183","TN","Bedford TN","Wartrace, TN",-86.32471,35.435504,353,0.11962 
"47003","9508.00","47","37334","TN","Bedford TN","Fayetteville, TN",-86.434412,35.325653,40,0.013555 
"47003","9508.00","47","37360","TN","Bedford TN","Normandy, TN",-86.270687,35.447349,588,0.199254 
"47003","9508.00","47","37388","TN","Bedford TN","Tullahoma, TN",-86.329291,35.386298,122,0.041342 
"47005","9630.00","47","38221","TN","Benton TN","Big Sandy, TN",-88.061864,36.226596,3308,0.970372 
"47005","9630.00","47","38320","TN","Benton TN","Camden, TN",-88.014277,36.125658,36,0.01056 
"47005","9630.00","47","38333","TN","Benton TN","Eva, TN",-87.968467,36.14349,65,0.019067 
"47005","9631.00","47","38320","TN","Benton TN","Camden, TN",-88.080265,36.095566,2616,0.851008 
"47005","9631.00","47","38333","TN","Benton TN","Eva, TN",-88.005481,36.077422,458,0.148991 
"47005","9632.00","47","38320","TN","Benton TN","Camden, TN",-88.09982,35.953806,182,0.087165 
"47005","9632.00","47","38341","TN","Benton TN","Holladay, TN",-88.082323,35.895388,1821,0.872126 
"47005","9632.00","47","38380","TN","Benton TN","Sugar Tree, TN",-88.01305,35.833153,85,0.040709 
"47005","9633.00","47","38320","TN","Benton TN","Camden, TN",-88.101875,36.06588,3692,1 
"47005","9634.00","47","38317","TN","Benton TN","Bruceton, TN",-88.202484,36.036025,66,0.015618 
"47005","9634.00","47","38320","TN","Benton TN","Camden, TN",-88.122567,36.023504,4160,0.984382 
"47007","9530.00","47","37321","TN","Bledsoe TN","Dayton, TN",-85.126029,35.530293,175,0.052695 
"47007","9530.00","47","37332","TN","Bledsoe TN","Evensville, TN",-85.072644,35.623864,27,0.00813 
"47007","9530.00","47","37337","TN","Bledsoe TN","Grandview, TN",-84.944293,35.758863,16,0.004818 
"47007","9530.00","47","37338","TN","Bledsoe TN","Graysville, TN",-85.20012,35.462619,844,0.25414 
"47007","9530.00","47","37367","TN","Bledsoe TN","Pikeville, TN",-85.124867,35.572274,1093,0.329118 
"47007","9530.00","47","37379","TN","Bledsoe TN","Soddy Daisy, TN",-85.235855,35.378812,250,0.075279 
"47007","9530.00","47","37381","TN","Bledsoe TN","Spring City, TN",-85.0109,35.691351,916,0.27582 
"47007","9531.00","47","37327","TN","Bledsoe TN","Dunlap, TN",-85.311533,35.474639,868,0.167084 
"47007","9531.00","47","37367","TN","Bledsoe TN","Pikeville, TN",-85.182827,35.616104,4327,0.832916 
"47007","9532.00","47","37367","TN","Bledsoe TN","Pikeville, TN",-85.247846,35.671917,4234,0.971101 
"47007","9532.00","47","38572","TN","Bledsoe TN","Crossville, TN",-85.105839,35.740796,126,0.028899 
"47009","0101.00","47","37701","TN","Blount TN","Alcoa, TN",-83.970008,35.777638,2704,0.994849 
"47009","0101.00","47","37804","TN","Blount TN","Maryville, TN",-83.966513,35.770051,14,0.005151 
"47009","0102.00","47","37701","TN","Blount TN","Alcoa, TN",-83.989472,35.791605,3888,0.679601 
"47009","0102.00","47","37801","TN","Blount TN","Maryville, TN",-84.018221,35.780774,1047,0.18301 
"47009","0102.00","47","37804","TN","Blount TN","Maryville, TN",-83.961897,35.820739,375,0.065548 
"47009","0102.00","47","37853","TN","Blount TN","Rockford, TN",-83.959042,35.821239,411,0.071841 
"47009","0103.01","47","37701","TN","Blount TN","Alcoa, TN",-83.971208,35.840056,2,0.000379 
"47009","0103.01","47","37777","TN","Blount TN","Louisville, TN",-83.973366,35.855502,4960,0.940284 
"47009","0103.01","47","37853","TN","Blount TN","Rockford, TN",-83.955974,35.836284,240,0.045498 
"47009","0103.01","47","37920","TN","Blount TN","Knoxville, TN",-83.95676,35.871435,73,0.013839 
"47009","0103.02","47","37701","TN","Blount TN","Alcoa, TN",-83.976072,35.818429,43,0.013046 
"47009","0103.02","47","37777","TN","Blount TN","Louisville, TN",-84.011192,35.82822,3176,0.963592 
"47009","0103.02","47","37801","TN","Blount TN","Maryville, TN",-84.019422,35.804974,77,0.023362 
"47009","0104.00","47","37804","TN","Blount TN","Maryville, TN",-83.946098,35.803868,559,0.173764 
"47009","0104.00","47","37853","TN","Blount TN","Rockford, TN",-83.932033,35.833107,2602,0.808828 
"47009","0104.00","47","37920","TN","Blount TN","Knoxville, TN",-83.919326,35.858677,56,0.017408 
"47009","0105.00","47","37701","TN","Blount TN","Alcoa, TN",-83.972862,35.761811,180,0.066667 
"47009","0105.00","47","37801","TN","Blount TN","Maryville, TN",-83.984182,35.752217,2359,0.873703 
"47009","0105.00","47","37804","TN","Blount TN","Maryville, TN",-83.971521,35.759704,161,0.05963 
"47009","0106.00","47","37801","TN","Blount TN","Maryville, TN",-83.971912,35.754663,162,0.038181 
"47009","0106.00","47","37803","TN","Blount TN","Maryville, TN",-83.976001,35.744393,2962,0.698091 
"47009","0106.00","47","37804","TN","Blount TN","Maryville, TN",-83.962102,35.752752,1119,0.263728 
"47009","0107.00","47","37804","TN","Blount TN","Maryville, TN",-83.948832,35.765084,4680,1 
"47009","0108.00","47","37804","TN","Blount TN","Maryville, TN",-83.956064,35.78023,3227,1 
"47009","0109.00","47","37804","TN","Blount TN","Maryville, TN",-83.930818,35.786847,5812,1 
"47009","0110.01","47","37803","TN","Blount TN","Maryville, TN",-83.934486,35.747806,2187,0.395909 
"47009","0110.01","47","37804","TN","Blount TN","Maryville, TN",-83.91371,35.765173,3337,0.604091 
"47009","0110.02","47","37803","TN","Blount TN","Maryville, TN",-83.897983,35.734293,1992,0.499749 
"47009","0110.02","47","37804","TN","Blount TN","Maryville, TN",-83.868882,35.768289,1655,0.415203 
"47009","0110.02","47","37886","TN","Blount TN","Walland, TN",-83.851971,35.743231,339,0.085048 
"47009","0111.01","47","37803","TN","Blount TN","Maryville, TN",-83.952552,35.716717,5223,1 
"47009","0111.02","47","37803","TN","Blount TN","Maryville, TN",-83.98286,35.718805,8743,1 
"47009","0112.00","47","37737","TN","Blount TN","Friendsville, TN",-84.031939,35.740992,139,0.017562 
"47009","0112.00","47","37801","TN","Blount TN","Maryville, TN",-84.014688,35.744785,7637,0.964877 
"47009","0112.00","47","37803","TN","Blount TN","Maryville, TN",-84.004712,35.720448,139,0.017562 
"47009","0113.01","47","37804","TN","Blount TN","Maryville, TN",-83.855087,35.812459,2050,0.359082 
"47009","0113.01","47","37853","TN","Blount TN","Rockford, TN",-83.86948,35.824656,422,0.073918 
"47009","0113.01","47","37865","TN","Blount TN","Seymour, TN",-83.7982,35.860342,3156,0.552811 
"47009","0113.01","47","37920","TN","Blount TN","Knoxville, TN",-83.797867,35.883693,81,0.014188 
"47009","0113.02","47","37804","TN","Blount TN","Maryville, TN",-83.841515,35.797824,1693,0.320038 
"47009","0113.02","47","37865","TN","Blount TN","Seymour, TN",-83.778559,35.819245,1280,0.241966 
"47009","0113.02","47","37886","TN","Blount TN","Walland, TN",-83.811802,35.79005,2317,0.437996 
"47009","0114.01","47","37882","TN","Blount TN","Townsend, TN",-83.748816,35.693193,1278,0.718785 
"47009","0114.01","47","37886","TN","Blount TN","Walland, TN",-83.792972,35.733995,500,0.281215 
"47009","0114.02","47","37803","TN","Blount TN","Maryville, TN",-83.923834,35.688451,1564,0.35249 
"47009","0114.02","47","37878","TN","Blount TN","Tallassee, TN",-83.906719,35.653989,190,0.042822 
"47009","0114.02","47","37882","TN","Blount TN","Townsend, TN",-83.779079,35.665574,1421,0.320261 
"47009","0114.02","47","37886","TN","Blount TN","Walland, TN",-83.84587,35.7204,1262,0.284426 
"47009","0115.01","47","37801","TN","Blount TN","Maryville, TN",-84.092494,35.58864,112,0.064442 
"47009","0115.01","47","37803","TN","Blount TN","Maryville, TN",-84.013167,35.621063,1302,0.749137 
"47009","0115.01","47","37878","TN","Blount TN","Tallassee, TN",-83.968814,35.603313,324,0.186421 
"47009","0115.02","47","37742","TN","Blount TN","Greenback, TN",-84.130588,35.647548,156,0.038376 
"47009","0115.02","47","37801","TN","Blount TN","Maryville, TN",-84.1058,35.632784,3909,0.961623 
"47009","0115.03","47","37801","TN","Blount TN","Maryville, TN",-84.057875,35.654823,317,0.046693 
"47009","0115.03","47","37803","TN","Blount TN","Maryville, TN",-84.013694,35.674405,6472,0.953307 
"47009","0116.02","47","37737","TN","Blount TN","Friendsville, TN",-84.056121,35.731161,355,0.039179 
"47009","0116.02","47","37742","TN","Blount TN","Greenback, TN",-84.124746,35.685211,1886,0.208145 
"47009","0116.02","47","37801","TN","Blount TN","Maryville, TN",-84.06764,35.707792,5736,0.633042 
"47009","0116.02","47","37803","TN","Blount TN","Maryville, TN",-84.028982,35.703162,1084,0.119634 
"47009","0116.03","47","37737","TN","Blount TN","Friendsville, TN",-84.109992,35.75001,3202,0.666944 
"47009","0116.03","47","37742","TN","Blount TN","Greenback, TN",-84.149714,35.711766,662,0.137888 
"47009","0116.03","47","37801","TN","Blount TN","Maryville, TN",-84.052175,35.751066,937,0.195168 
"47009","0116.04","47","37737","TN","Blount TN","Friendsville, TN",-84.071551,35.7707,585,0.155709 
"47009","0116.04","47","37777","TN","Blount TN","Louisville, TN",-84.061534,35.799687,1119,0.297844 
"47009","0116.04","47","37801","TN","Blount TN","Maryville, TN",-84.043987,35.771739,2053,0.546446 
"47009","0116.05","47","37737","TN","Blount TN","Friendsville, TN",-84.152915,35.779106,1261,0.384686 
"47009","0116.05","47","37777","TN","Blount TN","Louisville, TN",-84.103268,35.821128,2017,0.615314 
"47009","9801.00","47","37777","TN","Blount TN","Louisville, TN",-84.007061,35.811185,2,1 
"47009","9802.00","47","37882","TN","Blount TN","Townsend, TN",-83.711667,35.623583,25,1 
"47011","0101.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.869156,35.180733,17,0.003602 
"47011","0101.00","47","37312","TN","Bradley TN","Cleveland, TN",-84.866513,35.197987,4702,0.996397 
"47011","0102.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.86268,35.172202,317,0.062377 
"47011","0102.00","47","37312","TN","Bradley TN","Cleveland, TN",-84.848314,35.18536,4765,0.937623 
"47011","0103.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.854464,35.155677,905,0.35214 
"47011","0103.00","47","37312","TN","Bradley TN","Cleveland, TN",-84.832907,35.18288,609,0.236965 
"47011","0103.00","47","37323","TN","Bradley TN","Cleveland, TN",-84.834506,35.159279,1056,0.410895 
"47011","0104.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.862596,35.162774,2500,1 
"47011","0105.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.873141,35.166457,3777,1 
"47011","0106.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.883317,35.176394,3196,1 
"47011","0107.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.882564,35.144178,4818,1 
"47011","0108.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.865037,35.143588,3327,1 
"47011","0109.00","47","37323","TN","Bradley TN","Cleveland, TN",-84.85077,35.125539,2880,1 
"47011","0110.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.894914,35.126717,357,0.05893 
"47011","0110.00","47","37323","TN","Bradley TN","Cleveland, TN",-84.878974,35.11781,5701,0.94107 
"47011","0111.00","47","37310","TN","Bradley TN","Charleston, TN",-84.725226,35.227506,733,0.075319 
"47011","0111.00","47","37312","TN","Bradley TN","Cleveland, TN",-84.797804,35.21427,22,0.002261 
"47011","0111.00","47","37323","TN","Bradley TN","Cleveland, TN",-84.790669,35.166897,8977,0.922421 
"47011","0112.01","47","37310","TN","Bradley TN","Charleston, TN",-84.763568,35.27746,1585,0.26181 
"47011","0112.01","47","37312","TN","Bradley TN","Cleveland, TN",-84.809125,35.219895,4469,0.738189 
"47011","0112.02","47","37310","TN","Bradley TN","Charleston, TN",-84.833345,35.302708,576,0.064596 
"47011","0112.02","47","37312","TN","Bradley TN","Cleveland, TN",-84.847766,35.23042,8341,0.935404 
"47011","0113.00","47","37310","TN","Bradley TN","Charleston, TN",-84.868416,35.275695,961,0.132387 
"47011","0113.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.946311,35.175881,1143,0.15746 
"47011","0113.00","47","37312","TN","Bradley TN","Cleveland, TN",-84.928441,35.237562,1105,0.152225 
"47011","0113.00","47","37336","TN","Bradley TN","Georgetown, TN",-84.890321,35.307664,1643,0.22634 
"47011","0113.00","47","37353","TN","Bradley TN","Mc Donald, TN",-84.974147,35.144068,2407,0.331588 
"47011","0114.01","47","37311","TN","Bradley TN","Cleveland, TN",-84.931664,35.181152,668,0.087699 
"47011","0114.01","47","37312","TN","Bradley TN","Cleveland, TN",-84.901443,35.213222,6949,0.912301 
"47011","0114.02","47","37311","TN","Bradley TN","Cleveland, TN",-84.896903,35.174036,2938,1 
"47011","0115.00","47","37311","TN","Bradley TN","Cleveland, TN",-84.929947,35.083508,3292,0.425158 
"47011","0115.00","47","37323","TN","Bradley TN","Cleveland, TN",-84.886181,35.059819,3011,0.388867 
"47011","0115.00","47","37353","TN","Bradley TN","Mc Donald, TN",-84.985153,35.080132,1440,0.185974 
"47011","0116.01","47","37323","TN","Bradley TN","Cleveland, TN",-84.792002,35.1229,4520,0.906538 
"47011","0116.01","47","37362","TN","Bradley TN","Oldfort, TN",-84.753583,35.081526,466,0.093462 
"47011","0116.02","47","37323","TN","Bradley TN","Cleveland, TN",-84.821953,35.052793,4271,0.891649 
"47011","0116.02","47","37362","TN","Bradley TN","Oldfort, TN",-84.774761,35.027557,519,0.108351 
"47013","9501.00","47","37715","TN","Campbell TN","Clairfield, TN",-84.000274,36.564117,174,0.053146 
"47013","9501.00","47","37729","TN","Campbell TN","Duff, TN",-84.041024,36.517748,1456,0.444716 
"47013","9501.00","47","37762","TN","Campbell TN","Jellico, TN",-84.102465,36.578142,331,0.1011 
"47013","9501.00","47","37766","TN","Campbell TN","La Follette, TN",-84.120902,36.473717,1003,0.306353 
"47013","9501.00","47","37847","TN","Campbell TN","Pioneer, TN",-84.19613,36.477833,310,0.094685 
"47013","9502.00","47","37762","TN","Campbell TN","Jellico, TN",-84.13527,36.580542,2580,1 
"47013","9503.00","47","37762","TN","Campbell TN","Jellico, TN",-84.153917,36.558098,215,0.113397 
"47013","9503.00","47","37819","TN","Campbell TN","Newcomb, TN",-84.190322,36.550816,713,0.376055 
"47013","9503.00","47","37847","TN","Campbell TN","Pioneer, TN",-84.270526,36.480522,968,0.510548 
"47013","9504.00","47","37714","TN","Campbell TN","Caryville, TN",-84.202122,36.28165,4147,0.863239 
"47013","9504.00","47","37757","TN","Campbell TN","Jacksboro, TN",-84.210865,36.320295,142,0.029559 
"47013","9504.00","47","37769","TN","Campbell TN","Lake City, TN",-84.146346,36.247107,513,0.106786 
"47013","9504.00","47","37847","TN","Campbell TN","Pioneer, TN",-84.270288,36.382793,2,0.000416 
"47013","9505.00","47","37714","TN","Campbell TN","Caryville, TN",-84.221457,36.321223,400,0.076731 
"47013","9505.00","47","37757","TN","Campbell TN","Jacksboro, TN",-84.190137,36.328766,4422,0.848264 
"47013","9505.00","47","37766","TN","Campbell TN","La Follette, TN",-84.167048,36.346072,391,0.075005 
"47013","9506.00","47","37757","TN","Campbell TN","Jacksboro, TN",-84.161368,36.350825,78,0.016652 
"47013","9506.00","47","37766","TN","Campbell TN","La Follette, TN",-84.131836,36.368557,4606,0.983347 
"47013","9507.00","47","37766","TN","Campbell TN","La Follette, TN",-84.102185,36.384999,4702,1 
"47013","9508.00","47","37766","TN","Campbell TN","La Follette, TN",-84.008901,36.428317,1654,0.696714 
"47013","9508.00","47","37870","TN","Campbell TN","Speedwell, TN",-83.942141,36.427652,720,0.303285 
"47013","9509.00","47","37766","TN","Campbell TN","La Follette, TN",-84.028935,36.397026,2999,1 
"47013","9510.00","47","37766","TN","Campbell TN","La Follette, TN",-84.073222,36.355189,2604,1 
"47013","9511.00","47","37757","TN","Campbell TN","Jacksboro, TN",-84.149278,36.308889,4695,0.840494 
"47013","9511.00","47","37766","TN","Campbell TN","La Follette, TN",-84.090568,36.315397,891,0.159506 
"47015","9601.00","47","37016","TN","Cannon TN","Auburntown, TN",-86.103731,35.946573,587,0.152112 
"47015","9601.00","47","37095","TN","Cannon TN","Liberty, TN",-85.980055,35.903144,446,0.115574 
"47015","9601.00","47","37110","TN","Cannon TN","Mc Minnville, TN",-85.897975,35.837742,21,0.005442 
"47015","9601.00","47","37118","TN","Cannon TN","Milton, TN",-86.154229,35.882702,35,0.00907 
"47015","9601.00","47","37149","TN","Cannon TN","Readyville, TN",-86.151844,35.844889,514,0.133195 
"47015","9601.00","47","37166","TN","Cannon TN","Smithville, TN",-85.914965,35.87046,116,0.03006 
"47015","9601.00","47","37190","TN","Cannon TN","Woodbury, TN",-86.05347,35.868088,2140,0.554548 
"47015","9602.00","47","37026","TN","Cannon TN","Bradyville, TN",-86.150644,35.709563,840,0.127234 
"47015","9602.00","47","37110","TN","Cannon TN","Mc Minnville, TN",-85.918511,35.82767,107,0.016207 
"47015","9602.00","47","37149","TN","Cannon TN","Readyville, TN",-86.161624,35.77534,609,0.092245 
"47015","9602.00","47","37190","TN","Cannon TN","Woodbury, TN",-86.058745,35.806117,5046,0.764314 
"47015","9603.00","47","37026","TN","Cannon TN","Bradyville, TN",-86.068454,35.697383,1361,0.407485 
"47015","9603.00","47","37110","TN","Cannon TN","Mc Minnville, TN",-85.952632,35.786055,123,0.036826 
"47015","9603.00","47","37190","TN","Cannon TN","Woodbury, TN",-86.014391,35.755632,1512,0.452694 
"47015","9603.00","47","37357","TN","Cannon TN","Morrison, TN",-86.013084,35.676044,344,0.102994 
"47017","9620.00","47","38317","TN","Carroll TN","Bruceton, TN",-88.265319,36.040352,2471,0.555655 
"47017","9620.00","47","38318","TN","Carroll TN","Buena Vista, TN",-88.269706,35.991877,334,0.075107 
"47017","9620.00","47","38342","TN","Carroll TN","Hollow Rock, TN",-88.282761,36.066249,1358,0.305374 
"47017","9620.00","47","38344","TN","Carroll TN","Huntingdon, TN",-88.339738,36.035329,284,0.063863 
"47017","9621.00","47","38201","TN","Carroll TN","McKenzie, TN",-88.378361,36.116916,44,0.006449 
"47017","9621.00","47","38321","TN","Carroll TN","Cedar Grove, TN",-88.474538,35.916052,27,0.003957 
"47017","9621.00","47","38342","TN","Carroll TN","Hollow Rock, TN",-88.34312,36.13269,80,0.011725 
"47017","9621.00","47","38344","TN","Carroll TN","Huntingdon, TN",-88.421893,36.00463,6672,0.977869 
"47017","9622.01","47","38201","TN","Carroll TN","McKenzie, TN",-88.531151,36.11504,3173,0.996858 
"47017","9622.01","47","38344","TN","Carroll TN","Huntingdon, TN",-88.466454,36.063627,10,0.003142 
"47017","9622.02","47","38201","TN","Carroll TN","McKenzie, TN",-88.496788,36.133342,4469,1 
"47017","9623.00","47","38201","TN","Carroll TN","McKenzie, TN",-88.547252,36.049626,214,0.045805 
"47017","9623.00","47","38220","TN","Carroll TN","Atwood, TN",-88.665539,35.975932,1702,0.364298 
"47017","9623.00","47","38235","TN","Carroll TN","McLemoresville, TN",-88.575046,35.986125,441,0.094392 
"47017","9623.00","47","38258","TN","Carroll TN","Trezevant, TN",-88.621182,36.017389,1500,0.321062 
"47017","9623.00","47","38321","TN","Carroll TN","Cedar Grove, TN",-88.530454,35.920244,138,0.029538 
"47017","9623.00","47","38344","TN","Carroll TN","Huntingdon, TN",-88.53889,35.952798,677,0.144906 
"47017","9624.00","47","38305","TN","Carroll TN","Jackson, TN",-88.62952,35.796722,150,0.057714 
"47017","9624.00","47","38321","TN","Carroll TN","Cedar Grove, TN",-88.559074,35.857969,1374,0.528665 
"47017","9624.00","47","38344","TN","Carroll TN","Huntingdon, TN",-88.479279,35.889664,14,0.005387 
"47017","9624.00","47","38348","TN","Carroll TN","Lavinia, TN",-88.633101,35.864461,1037,0.398999 
"47017","9624.00","47","38390","TN","Carroll TN","Yuma, TN",-88.433975,35.830755,24,0.009234 
"47017","9625.00","47","38318","TN","Carroll TN","Buena Vista, TN",-88.284104,35.934569,142,0.06097 
"47017","9625.00","47","38341","TN","Carroll TN","Holladay, TN",-88.192047,35.829969,19,0.008158 
"47017","9625.00","47","38344","TN","Carroll TN","Huntingdon, TN",-88.374378,35.910709,1027,0.440962 
"47017","9625.00","47","38387","TN","Carroll TN","Westport, TN",-88.317207,35.888058,375,0.161013 
"47017","9625.00","47","38390","TN","Carroll TN","Yuma, TN",-88.368716,35.84751,766,0.328896 
"47019","0701.00","47","37643","TN","Carter TN","Elizabethton, TN",-82.217204,36.351568,1995,1 
"47019","0702.00","47","37643","TN","Carter TN","Elizabethton, TN",-82.251619,36.329789,3890,1 
"47019","0703.00","47","37643","TN","Carter TN","Elizabethton, TN",-82.222136,36.339021,5802,1 
"47019","0704.00","47","37643","TN","Carter TN","Elizabethton, TN",-82.196789,36.344784,2260,1 
"47019","0705.00","47","37643","TN","Carter TN","Elizabethton, TN",-82.171527,36.333508,4108,1 
"47019","0706.00","47","37643","TN","Carter TN","Elizabethton, TN",-82.210522,36.304853,2639,1 
"47019","0707.00","47","37601","TN","Carter TN","Johnson City, TN",-82.286615,36.274898,2551,0.755628 
"47019","0707.00","47","37643","TN","Carter TN","Elizabethton, TN",-82.244672,36.292571,825,0.244372 
"47019","0708.00","47","37601","TN","Carter TN","Johnson City, TN",-82.317085,36.291915,2591,0.903732 
"47019","0708.00","47","37604","TN","Carter TN","Johnson City, TN",-82.327341,36.273121,276,0.096268 
"47019","0709.00","47","37601","TN","Carter TN","Johnson City, TN",-82.298802,36.304682,2400,0.70609 
"47019","0709.00","47","37643","TN","Carter TN","Elizabethton, TN",-82.274598,36.309297,332,0.097676 
